match_id,team_id,possession,passes,corners,fouls,offsides,shots,shots_on_target,tackles,touches,yellow_cards,red_cards,clearances,is_home
384,22,58.1,446,6,10,3,16,4,33,662,1,0,34,True
385,7,42.4,424,7,10,4,30,15,19,630,0,0,18,True
386,10,64.3,558,9,16,1,23,5,17,771,2,0,12,True
387,18,46.0,425,4,17,3,7,2,23,630,3,0,18,True
388,6,26.7,254,2,11,0,11,4,15,443,1,0,42,True
389,15,50.4,438,14,10,1,11,1,24,661,2,0,19,True
390,6,56.4,421,8,9,1,17,6,17,632,2,0,29,True
391,5,52.8,519,4,7,4,22,5,20,734,0,0,33,True
392,22,39.4,302,2,12,1,8,3,12,482,2,1,35,True
393,19,35.3,315,0,11,1,9,4,15,482,3,0,19,True
394,12,70.3,618,11,4,2,22,6,13,813,0,0,18,True
395,3,53.0,442,11,13,1,28,14,16,683,1,0,27,True
396,9,54.2,374,3,9,4,4,1,22,568,1,0,22,True
397,20,52.5,513,9,10,1,25,12,23,713,1,0,10,True
398,2,64.6,549,9,7,5,27,7,17,776,1,0,5,True
399,3,59.5,499,10,13,0,20,8,24,687,2,0,13,True
400,4,39.1,239,7,13,1,10,1,17,451,3,0,41,True
401,8,48.3,376,5,7,5,12,2,16,578,0,0,24,True
402,13,27.4,238,5,8,2,8,1,21,426,0,0,38,True
403,3,59.5,708,7,17,2,21,9,15,906,1,0,32,True
404,23,42.7,413,7,4,0,12,4,19,622,2,0,53,True
405,7,52.5,449,8,11,1,15,3,18,690,3,0,29,True
406,4,56.4,343,8,8,2,12,3,13,578,0,0,52,True
407,5,45.4,443,2,12,2,19,8,22,635,3,0,38,True
408,2,52.0,492,7,8,1,17,4,24,691,2,0,14,True
409,6,36.7,257,5,14,0,12,2,18,463,2,0,22,True
410,15,53.7,391,5,10,0,7,3,16,570,3,0,48,True
411,16,58.5,567,5,7,3,22,5,18,765,0,0,25,True
412,5,46.6,471,7,6,4,10,7,25,659,1,0,33,True
413,17,50.9,401,6,7,7,8,3,11,581,1,0,24,True
414,12,58.8,429,9,14,4,15,3,17,664,1,0,40,True
415,15,38.8,272,5,11,4,16,6,30,474,0,0,30,True
416,6,33.2,300,4,9,0,6,4,19,461,1,0,20,True
417,16,36.0,268,5,15,2,12,3,14,465,1,1,35,True
418,3,67.5,645,10,9,6,20,4,5,829,1,0,31,True
419,8,51.9,436,7,11,3,14,7,21,639,2,0,23,True
420,19,54.1,331,9,8,2,28,7,13,525,1,0,14,True
421,10,61.6,546,7,7,6,14,3,16,741,2,0,18,True
422,9,54.4,367,6,11,2,17,7,22,615,1,0,47,True
423,2,61.9,530,17,14,3,25,8,6,738,2,0,20,True
424,3,51.0,489,8,10,4,20,13,18,699,1,0,46,True
425,23,52.5,421,7,10,1,14,5,18,623,3,0,44,True
426,21,56.6,544,6,8,2,17,5,16,724,1,0,16,True
427,13,50.9,442,13,12,3,23,3,21,663,2,0,7,True
428,15,51.2,444,10,9,2,16,6,15,635,2,0,24,True
429,9,53.2,349,10,15,1,12,3,17,602,2,0,44,True
430,20,71.4,538,14,12,2,23,8,19,741,1,0,33,True
431,16,37.9,320,0,14,3,9,5,20,527,2,0,26,True
432,8,38.2,324,3,13,1,7,2,28,536,1,0,39,True
