match_id,season_id,date,home_team_id,away_team_id,goal_home_ft,goal_away_ft,result
148,1,2010-10-23,20,19,2,0,0
149,1,2010-10-23,8,15,1,0,0
150,1,2010-10-23,12,16,1,1,2
151,1,2010-10-23,13,5,2,1,0
152,1,2010-10-23,14,17,1,2,1
153,1,2010-10-23,18,9,1,1,2
154,1,2010-09-25,10,13,2,3,1
155,1,2010-09-25,11,18,0,0,2
156,1,2010-09-25,1,6,1,2,1
157,1,2010-09-25,5,16,0,0,2
158,1,2010-09-25,2,8,2,2,2
159,1,2010-09-25,7,20,1,0,0
160,1,2010-09-25,14,12,1,0,0
161,1,2011-02-26,15,6,4,1,0
162,1,2011-02-26,16,8,2,0,0
163,1,2011-02-26,17,9,1,1,2
164,1,2011-02-26,18,3,0,4,1
165,1,2011-02-26,19,1,4,0,0
166,1,2010-11-27,15,10,2,4,1
167,1,2010-11-27,9,1,2,2,2
168,1,2010-11-27,16,13,1,4,1
169,1,2010-11-27,5,11,1,1,2
170,1,2010-11-27,3,6,7,1,0
171,1,2010-11-27,4,7,1,1,2
172,1,2010-11-27,14,18,3,1,0
173,1,2010-11-27,19,8,3,2,0
174,1,2010-08-28,6,10,1,2,1
175,1,2010-08-28,1,5,2,2,2
176,1,2010-08-28,20,4,2,0,0
177,1,2010-08-28,3,14,3,0,0
178,1,2010-08-28,12,18,0,1,1
179,1,2010-08-28,19,17,1,1,2
180,1,2011-04-30,6,9,1,0,0
181,1,2011-04-30,1,4,0,0,2
182,1,2011-04-30,20,12,2,1,0
183,1,2011-04-30,8,5,0,3,1
184,1,2011-04-30,13,15,2,1,0
185,1,2011-04-30,18,16,1,1,2
186,1,2010-10-30,10,14,1,0,0
187,1,2010-10-30,6,20,1,2,1
188,1,2010-10-30,16,4,1,0,0
189,1,2010-10-30,5,18,2,0,0
190,1,2010-10-30,3,12,2,0,0
191,1,2010-10-30,19,7,2,1,0
192,1,2010-12-04,10,5,2,1,0
193,1,2010-12-04,11,12,1,1,2
194,1,2010-12-04,6,19,3,0,0
195,1,2010-12-04,20,16,1,1,2
196,1,2010-12-04,7,9,1,0,0
197,1,2010-12-04,18,4,2,2,2
198,1,2011-02-05,15,5,2,2,2
199,1,2011-02-05,16,1,5,3,0
200,1,2011-02-05,7,13,3,0,0
201,1,2011-02-05,17,10,4,4,2
202,1,2011-02-05,4,8,3,2,0
203,1,2011-02-05,12,9,2,1,0
204,1,2011-02-05,18,6,4,3,0
205,1,2011-02-05,19,3,2,1,0
206,1,2011-03-05,10,8,0,0,2
207,1,2011-03-05,11,13,1,3,1
208,1,2011-03-05,9,15,3,2,0
209,1,2011-03-05,5,6,3,2,0
210,1,2011-03-05,7,18,1,0,0
211,1,2011-03-05,17,16,1,2,1
212,1,2011-03-05,14,4,3,0,0
213,1,2010-11-06,11,14,2,2,2
214,1,2010-11-06,6,18,2,1,0
215,1,2010-11-06,1,16,2,2,2
216,1,2010-11-06,9,12,4,2,0
217,1,2010-11-06,5,15,1,1,2
218,1,2010-11-06,3,19,2,1,0
219,1,2010-11-06,8,4,2,0,0
220,1,2011-05-07,15,18,1,1,2
221,1,2011-05-07,9,8,1,2,1
222,1,2011-05-07,16,7,2,1,0
223,1,2011-05-07,17,11,2,1,0
224,1,2011-05-07,12,1,1,1,2
225,1,2011-05-07,14,6,1,1,2
226,1,2011-04-09,6,11,1,1,2
227,1,2011-04-09,9,14,3,0,0
228,1,2011-04-09,20,18,1,0,0
229,1,2011-04-09,3,5,2,0,0
230,1,2011-04-09,8,13,2,3,1
231,1,2011-04-09,12,4,3,2,0
232,1,2011-04-09,19,16,0,3,1
233,1,2011-05-01,10,3,1,0,0
234,1,2011-05-01,11,19,1,1,2
235,1,2011-05-01,2,17,3,0,0
236,1,2011-05-01,7,14,2,1,0
237,1,2011-04-10,15,17,1,0,0
238,1,2011-04-10,1,10,1,3,1
239,1,2010-12-12,9,6,2,1,0
240,1,2010-12-12,12,20,1,1,2
241,1,2010-12-12,19,11,1,0,0
242,1,2010-09-12,11,2,0,0,2
243,1,2011-02-13,9,16,2,0,0
244,1,2010-11-14,20,8,0,3,1
245,1,2010-11-14,16,10,1,2,1
246,1,2010-08-15,2,10,1,1,2
247,1,2011-05-15,10,15,1,2,1
248,1,2011-05-15,11,5,0,2,1
249,1,2011-05-15,20,17,2,2,2
250,1,2011-05-15,2,12,0,2,1
251,1,2011-05-15,18,14,3,2,0
252,1,2011-01-16,11,15,1,1,2
253,1,2011-01-16,2,16,2,2,2
254,1,2011-01-16,8,17,1,1,2
255,1,2011-01-16,12,3,0,0,2
256,1,2011-04-17,10,2,1,1,2
257,1,2010-10-17,1,7,2,3,1
258,1,2010-10-17,16,2,2,0,0
259,1,2010-09-19,20,1,4,0,0
260,1,2010-09-19,3,2,3,2,0
261,1,2010-09-19,18,7,0,2,1
262,1,2011-01-02,20,15,3,3,2
263,1,2011-01-02,18,17,0,1,1
264,1,2011-02-20,13,19,1,1,2
265,1,2011-03-20,20,7,2,0,0
266,1,2011-03-20,8,2,0,2,1
267,1,2010-11-21,6,15,2,0,0
268,1,2010-11-21,5,7,1,4,1
269,1,2010-08-22,5,3,2,2,2
270,1,2010-08-22,17,15,6,0,0
271,1,2011-05-22,15,2,1,0,0
272,1,2011-05-22,9,7,0,2,1
273,1,2011-05-22,16,20,1,0,0
274,1,2011-05-22,5,10,2,2,2
275,1,2011-05-22,3,1,4,2,0
276,1,2011-05-22,17,13,3,3,2
277,1,2011-05-22,4,18,0,1,1
278,1,2011-05-22,12,11,2,1,0
279,1,2011-05-22,14,8,0,3,1
280,1,2011-05-22,19,6,2,3,1
281,1,2011-01-23,6,13,2,0,0
282,1,2011-04-24,9,10,2,1,0
283,1,2010-10-24,2,6,2,1,0
284,1,2010-10-24,7,10,0,3,1
285,1,2010-10-24,4,3,1,2,1
286,1,2010-12-26,15,12,1,2,1
287,1,2010-12-26,6,4,0,2,1
288,1,2010-12-26,9,13,2,0,0
289,1,2010-12-26,5,14,1,3,1
290,1,2010-12-26,3,8,2,0,0
291,1,2010-12-26,17,7,1,3,1
292,1,2010-12-26,19,18,1,2,1
293,1,2010-09-26,9,3,2,2,2
294,1,2010-09-26,17,4,1,2,1
295,1,2010-09-26,19,15,1,2,1
296,1,2011-02-27,7,5,1,1,2
297,1,2011-02-27,14,2,3,1,0
298,1,2010-11-28,17,20,1,1,2
299,1,2010-11-28,12,2,2,1,0
300,1,2010-08-29,15,16,1,0,0
301,1,2010-08-29,9,11,2,2,2
302,1,2010-08-29,2,13,1,0,0
303,1,2010-08-29,8,7,1,0,0
304,1,2011-04-03,5,1,3,0,0
305,1,2011-04-03,7,8,5,0,0
306,1,2010-10-03,20,10,2,0,0
307,1,2010-10-03,2,1,1,2,1
308,1,2010-10-03,7,17,2,1,0
309,1,2010-10-31,15,11,0,0,2
310,1,2010-10-31,9,2,0,1,1
311,1,2010-10-31,17,8,5,1,0
312,1,2010-12-05,8,14,1,0,0
313,1,2010-12-05,13,17,3,1,0
314,1,2011-02-06,20,2,0,1,1
315,1,2011-02-06,14,11,0,1,1
316,1,2011-03-06,2,3,3,1,0
317,1,2011-03-06,19,12,3,3,2
318,1,2010-11-07,10,17,0,1,1
319,1,2010-11-07,2,20,2,0,0
320,1,2010-11-07,13,7,0,2,1
321,1,2011-05-08,3,20,2,1,0
322,1,2011-05-08,4,10,3,1,0
323,1,2011-05-08,19,13,3,1,0
324,1,2011-02-01,10,16,2,1,0
325,1,2011-02-01,3,15,3,1,0
326,1,2011-02-01,8,20,2,4,1
327,1,2011-02-01,13,18,2,2,2
328,1,2011-03-01,20,3,2,1,0
329,1,2011-05-10,7,12,1,0,0
330,1,2011-02-15,11,17,0,2,1
331,1,2011-05-17,7,4,3,0,0
332,1,2011-04-19,17,3,0,0,2
333,1,2011-02-22,1,12,3,1,0
334,1,2011-01-25,1,3,2,3,1
335,1,2011-01-25,18,15,1,2,1
336,1,2011-04-26,4,19,3,0,0
337,1,2010-12-28,11,3,1,1,2
338,1,2010-12-28,7,15,4,0,0
339,1,2010-12-28,4,5,0,2,1
340,1,2010-12-28,8,1,0,2,1
341,1,2010-12-28,12,17,2,0,0
342,1,2010-12-28,13,6,1,3,1
343,1,2010-12-28,14,16,1,1,2
344,1,2011-01-04,1,11,1,2,1
345,1,2011-01-04,5,13,3,0,0
346,1,2011-01-04,3,4,2,1,0
347,1,2010-11-09,4,11,3,2,0
348,1,2010-11-09,12,8,1,1,2
349,1,2010-11-10,15,1,3,2,0
350,1,2010-11-10,20,5,1,0,0
351,1,2010-11-10,16,9,1,1,2
352,1,2010-11-10,7,3,0,0,2
353,1,2010-11-10,17,6,1,2,1
354,1,2010-11-10,14,13,2,2,2
355,1,2010-11-10,18,2,1,1,2
356,1,2010-11-10,19,10,0,2,1
357,1,2011-01-12,1,2,2,1,0
358,1,2011-02-02,11,7,2,2,2
359,1,2011-02-02,6,12,0,1,1
360,1,2011-02-02,1,14,1,3,1
361,1,2011-02-02,9,19,1,0,0
362,1,2011-02-02,5,17,1,0,0
363,1,2011-02-02,2,4,2,0,0
364,1,2011-04-20,20,11,3,1,0
365,1,2011-04-20,12,10,3,3,2
366,1,2011-02-23,10,4,1,0,0
367,1,2011-01-26,2,5,1,0,0
368,1,2011-04-27,5,9,3,0,0
369,1,2010-12-29,20,9,1,0,0
370,1,2010-12-29,2,19,0,1,1
371,1,2010-12-29,18,10,2,2,2
372,1,2011-01-05,10,7,0,0,2
373,1,2011-01-05,15,8,0,1,1
374,1,2011-01-05,6,2,3,1,0
375,1,2011-01-05,9,18,1,1,2
376,1,2011-01-05,16,12,2,1,0
377,1,2011-01-05,17,14,5,0,0
378,1,2011-01-05,19,20,1,0,0
379,1,2011-03-09,16,11,1,1,2
380,2,2011-12-30,2,17,3,1,0
381,2,2012-04-06,21,17,0,2,1
382,2,2011-12-12,20,7,2,1,0
383,2,2012-03-12,10,17,2,1,0
384,2,2011-09-12,22,17,0,0,2
385,2,2011-08-15,7,21,4,0,0
386,2,2012-04-16,10,18,1,2,1
387,2,2012-01-16,18,7,0,1,1
388,2,2012-04-02,6,3,0,2,1
389,2,2012-01-02,15,21,0,2,1
390,2,2012-01-02,6,4,1,2,1
391,2,2012-01-02,5,10,2,1,0
392,2,2012-01-02,22,23,1,2,1
393,2,2012-01-02,19,20,1,2,1
394,2,2011-11-21,12,15,2,0,0
395,2,2011-08-22,3,12,3,0,0
396,2,2011-12-26,9,17,0,2,1
397,2,2011-12-26,20,5,1,1,2
398,2,2011-12-26,2,6,1,1,2
399,2,2011-12-26,3,18,5,0,0
400,2,2011-12-26,4,15,0,0,2
401,2,2011-12-26,8,16,1,1,2
402,2,2011-12-26,13,7,0,0,2
403,2,2012-03-26,3,5,1,0,0
404,2,2011-09-26,23,8,2,1,0
405,2,2012-04-30,7,3,1,0,0
406,2,2011-10-31,4,17,1,3,1
407,2,2011-12-05,5,2,1,0,0
408,2,2012-02-06,2,12,0,0,2
409,2,2012-05-07,6,18,0,1,1
410,2,2012-04-09,15,4,1,1,2
411,2,2012-04-09,16,8,4,0,0
412,2,2012-04-09,5,20,1,1,2
413,2,2012-04-09,17,9,2,0,0
414,2,2012-04-09,12,23,1,2,1
415,2,2011-10-01,15,18,2,0,0
416,2,2011-10-01,6,7,0,4,1
417,2,2011-10-01,16,2,0,2,1
418,2,2011-10-01,3,23,2,0,0
419,2,2011-10-01,8,13,2,2,2
420,2,2011-10-01,19,17,1,2,1
421,2,2011-12-10,10,16,1,0,0
422,2,2011-12-10,9,15,1,2,1
423,2,2011-12-10,2,22,1,0,0
424,2,2011-12-10,3,19,4,1,0
425,2,2011-12-10,23,17,4,2,0
426,2,2011-12-10,21,5,2,0,0
427,2,2011-12-10,13,18,1,2,1
428,2,2012-03-10,15,5,1,0,0
429,2,2012-03-10,9,22,2,1,0
430,2,2012-03-10,20,4,1,0,0
431,2,2012-03-10,16,12,1,0,0
432,2,2012-03-10,8,2,1,0,0
433,2,2012-03-10,19,6,0,2,1
434,2,2011-09-10,10,21,1,0,0
435,2,2011-09-10,9,3,0,5,1
436,2,2011-09-10,16,15,2,2,2
437,2,2011-09-10,7,18,3,0,0
438,2,2011-09-10,4,2,1,0,0
439,2,2011-09-10,8,20,1,2,1
440,2,2011-09-10,19,12,0,2,1
441,2,2012-02-11,6,22,3,2,0
442,2,2012-02-11,9,18,1,2,1
443,2,2012-02-11,16,20,2,0,0
444,2,2012-02-11,5,4,2,1,0
445,2,2012-02-11,3,2,2,1,0
446,2,2012-02-11,8,10,1,2,1
447,2,2012-02-11,21,23,2,3,1
448,2,2012-02-11,12,17,5,0,0
449,2,2011-08-13,6,19,1,2,1
450,2,2011-08-13,5,15,0,0,2
451,2,2011-08-13,2,8,1,1,2
452,2,2011-08-13,17,10,0,0,2
453,2,2011-08-13,22,9,0,4,1
454,2,2011-08-13,18,23,1,1,2
455,2,2012-04-14,23,7,1,6,1
456,2,2012-04-14,8,19,0,0,2
457,2,2012-04-14,21,6,3,0,0
458,2,2012-04-14,13,22,1,0,0
459,2,2012-01-14,15,16,1,1,2
460,2,2012-01-14,6,5,3,1,0
461,2,2012-01-14,20,8,1,0,0
462,2,2012-01-14,2,4,0,0,2
463,2,2012-01-14,3,9,3,0,0
464,2,2012-01-14,12,19,1,1,2
465,2,2012-01-14,13,23,1,2,1
466,2,2011-10-15,20,16,3,1,0
467,2,2011-10-15,2,3,1,1,2
468,2,2011-10-15,7,15,4,1,0
469,2,2011-10-15,23,21,3,1,0
470,2,2011-10-15,22,6,1,1,2
471,2,2011-10-15,4,5,2,0,0
472,2,2011-10-15,18,9,1,3,1
473,2,2011-12-17,6,13,1,2,1
474,2,2011-12-17,16,23,1,1,2
475,2,2011-12-17,5,9,2,0,0
476,2,2011-12-17,17,21,0,0,2
477,2,2011-12-17,18,20,1,1,2
478,2,2011-12-17,19,4,1,2,1
479,2,2012-03-17,5,21,0,3,1
480,2,2012-03-17,18,13,1,1,2
481,2,2011-09-17,15,17,1,1,2
482,2,2011-09-17,6,10,4,3,0
483,2,2011-09-17,9,23,1,2,1
484,2,2011-09-17,16,18,3,1,0
485,2,2011-09-17,21,13,3,0,0
486,2,2011-09-17,19,22,0,3,1
487,2,2011-11-19,16,19,2,1,0
488,2,2011-11-19,7,17,3,1,0
489,2,2011-11-19,23,10,1,2,1
490,2,2011-11-19,4,22,2,3,1
491,2,2011-11-19,8,5,0,0,2
492,2,2011-11-19,21,3,0,1,1
493,2,2011-11-19,13,9,2,1,0
494,2,2011-11-19,18,6,3,3,2
495,2,2011-08-20,10,2,0,2,1
496,2,2011-08-20,15,6,3,1,0
497,2,2011-08-20,20,13,2,1,0
498,2,2011-08-20,16,22,0,1,1
499,2,2011-08-20,8,17,0,1,1
500,2,2011-08-20,21,18,0,0,2
501,2,2012-04-21,10,20,0,0,2
502,2,2012-04-21,15,8,0,0,2
503,2,2012-04-21,6,23,2,0,0
504,2,2012-04-21,9,21,1,1,2
505,2,2012-04-21,5,18,2,1,0
506,2,2012-04-21,17,4,3,0,0
507,2,2012-04-21,22,12,1,0,0
508,2,2012-01-21,9,2,3,1,0
509,2,2012-01-21,16,6,1,1,2
510,2,2012-01-21,5,17,5,2,0
511,2,2012-01-21,23,20,0,0,2
512,2,2012-01-21,22,18,3,1,0
513,2,2012-01-21,4,13,1,2,1
514,2,2012-01-21,8,21,2,0,0
515,2,2012-01-21,19,15,2,3,1
516,2,2011-10-22,15,13,1,2,1
517,2,2011-10-22,9,8,0,2,1
518,2,2011-10-22,2,23,1,1,2
519,2,2011-10-22,17,18,1,0,0
520,2,2011-10-22,19,21,2,2,2
521,2,2012-03-24,10,15,3,0,0
522,2,2012-03-24,9,6,2,1,0
523,2,2012-03-24,20,12,0,0,2
524,2,2012-03-24,2,18,1,2,1
525,2,2012-03-24,23,19,2,1,0
526,2,2012-03-24,4,7,1,1,2
527,2,2012-03-24,8,22,3,1,0
528,2,2012-03-24,21,16,0,2,1
529,2,2011-09-24,10,9,3,0,0
530,2,2011-09-24,20,21,4,1,0
531,2,2011-09-24,2,19,2,1,0
532,2,2011-09-24,7,16,2,0,0
533,2,2011-09-24,17,6,3,1,0
534,2,2011-09-24,4,3,1,1,2
535,2,2011-09-24,13,5,0,0,2
536,2,2011-09-24,18,12,1,2,1
537,2,2012-02-25,20,9,3,0,0
538,2,2012-02-25,7,6,3,0,0
539,2,2012-02-25,17,19,2,2,2
540,2,2012-02-25,22,5,0,1,1
541,2,2012-02-25,13,8,4,0,0
542,2,2012-02-25,18,15,0,0,2
543,2,2011-11-26,10,5,1,1,2
544,2,2011-11-26,9,16,0,2,1
545,2,2011-11-26,20,19,3,0,0
546,2,2011-11-26,3,17,1,1,2
547,2,2011-11-26,23,22,2,1,0
548,2,2011-11-26,4,6,3,1,0
549,2,2011-11-26,8,18,1,2,1
550,2,2011-11-26,13,12,1,3,1
551,2,2011-08-27,15,19,0,0,2
552,2,2011-08-27,6,16,0,1,1
553,2,2011-08-27,20,23,3,1,0
554,2,2011-08-27,2,9,3,1,0
555,2,2011-08-27,21,8,0,0,2
556,2,2011-08-27,18,22,2,0,0
557,2,2012-04-28,16,5,4,0,0
558,2,2012-04-28,23,2,0,3,1
559,2,2012-04-28,4,10,1,1,2
560,2,2012-04-28,8,9,2,2,2
561,2,2012-04-28,21,19,4,4,2
562,2,2012-04-28,13,15,0,0,2
563,2,2012-04-28,18,17,4,0,0
564,2,2011-10-29,20,10,3,5,1
565,2,2011-10-29,16,3,0,1,1
566,2,2011-10-29,7,19,3,1,0
567,2,2011-10-29,23,6,3,3,2
568,2,2011-10-29,8,15,2,2,2
569,2,2011-10-29,21,9,3,1,0
570,2,2011-10-29,13,2,0,2,1
571,2,2011-10-29,18,5,0,2,1
572,2,2011-12-03,15,3,0,1,1
573,2,2011-12-03,6,21,4,2,0
574,2,2011-12-03,7,23,5,1,0
575,2,2011-12-03,17,20,0,3,1
576,2,2011-12-03,22,13,1,1,2
577,2,2011-12-03,12,9,3,0,0
578,2,2011-12-03,18,10,0,4,1
579,2,2012-03-03,6,15,1,1,2
580,2,2012-03-03,2,10,1,2,1
581,2,2012-03-03,7,9,2,0,0
582,2,2012-03-03,22,16,1,1,2
583,2,2012-03-03,4,23,1,0,0
584,2,2012-03-03,13,20,1,0,0
585,2,2012-03-03,18,21,0,2,1
586,2,2011-12-31,10,22,1,0,0
587,2,2011-12-31,9,19,1,1,2
588,2,2011-12-31,20,15,1,3,1
589,2,2011-12-31,3,6,2,3,1
590,2,2011-12-31,23,5,1,1,2
591,2,2011-12-31,4,18,2,2,2
592,2,2011-12-31,21,12,1,1,2
593,2,2012-03-31,15,20,2,4,1
594,2,2012-03-31,16,13,2,0,0
595,2,2012-03-31,5,23,2,1,0
596,2,2012-03-31,7,8,3,3,2
597,2,2012-03-31,22,10,2,1,0
598,2,2012-03-31,18,4,2,0,0
599,2,2012-03-31,19,9,2,3,1
600,2,2012-02-04,10,6,7,1,0
601,2,2012-02-04,7,5,3,0,0
602,2,2012-02-04,23,9,2,0,0
603,2,2012-02-04,22,19,1,2,1
604,2,2012-02-04,4,8,0,1,1
605,2,2012-02-04,13,21,1,2,1
606,2,2012-02-04,18,16,1,1,2
607,2,2012-05-05,10,23,3,3,2
608,2,2011-11-05,10,13,3,0,0
609,2,2011-11-05,15,23,3,2,0
610,2,2011-11-05,6,20,0,1,1
611,2,2011-11-05,2,21,0,0,2
612,2,2011-11-05,3,8,1,0,0
613,2,2011-11-05,17,16,2,1,0
614,2,2011-11-05,22,7,2,3,1
615,2,2012-04-07,9,5,0,3,1
616,2,2012-04-07,20,18,2,1,0
617,2,2012-04-07,2,15,1,1,2
618,2,2012-04-07,23,16,2,2,2
619,2,2012-04-07,4,19,2,1,0
620,2,2012-04-07,8,12,0,0,2
621,2,2012-04-07,13,6,3,0,0
622,2,2012-04-01,17,2,2,0,0
623,2,2012-04-01,12,21,3,1,0
624,2,2012-01-01,8,7,1,0,0
625,2,2012-01-01,13,16,0,1,1
626,2,2011-12-11,4,12,2,1,0
627,2,2011-12-11,8,6,2,1,0
628,2,2012-03-11,3,13,2,0,0
629,2,2012-03-11,23,18,1,1,2
630,2,2012-03-11,21,7,1,0,0
631,2,2011-09-11,5,6,1,1,2
632,2,2011-09-11,23,13,0,1,1
633,2,2012-02-12,15,7,0,1,1
634,2,2012-02-12,19,13,1,5,1
635,2,2012-05-13,20,6,2,1,0
636,2,2012-05-13,16,17,3,1,0
637,2,2012-05-13,7,22,3,2,0
638,2,2012-05-13,23,15,2,0,0
639,2,2012-05-13,4,9,2,2,2
640,2,2012-05-13,8,3,0,1,1
641,2,2012-05-13,21,2,1,0,0
642,2,2012-05-13,12,5,2,0,0
643,2,2012-05-13,13,10,2,3,1
644,2,2012-05-13,18,19,3,2,0
645,2,2011-08-14,4,20,0,0,2
646,2,2011-08-14,13,3,1,2,1
647,2,2012-04-15,3,15,4,0,0
648,2,2012-01-15,17,22,1,0,0
649,2,2012-01-15,21,10,3,2,0
650,2,2011-10-16,10,8,2,1,0
651,2,2011-10-16,17,12,2,2,2
652,2,2011-10-16,13,19,2,0,0
653,2,2011-12-18,15,2,0,2,1
654,2,2011-12-18,7,10,1,0,0
655,2,2011-12-18,22,3,0,2,1
656,2,2011-12-18,12,8,1,0,0
657,2,2012-03-18,17,23,1,0,0
658,2,2012-03-18,19,3,0,5,1
659,2,2011-09-18,5,7,2,2,2
660,2,2011-09-18,3,20,3,1,0
661,2,2011-09-18,8,4,4,0,0
